activation_month,observation_month,months_since_activation,prior_revenue_lifecycle_state,revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,transition_rate_from_prior_state_pct
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,ALL,start,initial_plan,42,100.0
2025-10-01,2026-04-01,6,Never monetized,Never monetized,ALL,start,initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,ALL,ALL,overall,995,97.45
2025-10-01,2026-04-01,6,Active,At-risk,ALL,ALL,overall,26,2.55
2025-10-01,2026-04-01,6,At-risk,Active,ALL,ALL,overall,4,7.84
2025-10-01,2026-04-01,6,At-risk,At-risk,ALL,ALL,overall,20,39.22
2025-10-01,2026-04-01,6,At-risk,Churned proxy,ALL,ALL,overall,27,52.94
2025-10-01,2026-04-01,6,Churned proxy,Active,ALL,ALL,overall,1,0.82
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,ALL,ALL,overall,121,99.18
2025-10-01,2026-04-01,6,Never monetized,Never monetized,ALL,ALL,overall,2,100.0
2025-10-01,2026-04-01,6,Active,Active,Automobile_Trade_Repair,ALL,persona,44,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Automobile_Trade_Repair,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Automobile_Trade_Repair,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Automobile_Trade_Repair,ALL,persona,7,100.0
2025-10-01,2026-04-01,6,Active,Active,BTP,ALL,persona,203,99.51
2025-10-01,2026-04-01,6,Active,At-risk,BTP,ALL,persona,1,0.49
2025-10-01,2026-04-01,6,At-risk,At-risk,BTP,ALL,persona,2,28.57
2025-10-01,2026-04-01,6,At-risk,Churned proxy,BTP,ALL,persona,5,71.43
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,BTP,ALL,persona,29,100.0
2025-10-01,2026-04-01,6,Active,Active,Bankers_Insurance,ALL,persona,14,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bankers_Insurance,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Bikers_Drivers,ALL,persona,68,95.77
2025-10-01,2026-04-01,6,Active,At-risk,Bikers_Drivers,ALL,persona,3,4.23
2025-10-01,2026-04-01,6,At-risk,At-risk,Bikers_Drivers,ALL,persona,2,28.57
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Bikers_Drivers,ALL,persona,5,71.43
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bikers_Drivers,ALL,persona,21,100.0
2025-10-01,2026-04-01,6,Never monetized,Never monetized,Bikers_Drivers,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Cleaning_CallCenters,ALL,persona,6,100.0
2025-10-01,2026-04-01,6,Active,Active,Consultant,ALL,persona,181,97.84
2025-10-01,2026-04-01,6,Active,At-risk,Consultant,ALL,persona,4,2.16
2025-10-01,2026-04-01,6,At-risk,Active,Consultant,ALL,persona,1,33.33
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Consultant,ALL,persona,2,66.67
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Consultant,ALL,persona,14,100.0
2025-10-01,2026-04-01,6,Active,Active,Developer_IT,ALL,persona,73,98.65
2025-10-01,2026-04-01,6,Active,At-risk,Developer_IT,ALL,persona,1,1.35
2025-10-01,2026-04-01,6,At-risk,At-risk,Developer_IT,ALL,persona,2,40.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Developer_IT,ALL,persona,3,60.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Developer_IT,ALL,persona,11,100.0
2025-10-01,2026-04-01,6,Never monetized,Never monetized,Developer_IT,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Media_Publishing,ALL,persona,30,93.75
2025-10-01,2026-04-01,6,Active,At-risk,Media_Publishing,ALL,persona,2,6.25
2025-10-01,2026-04-01,6,At-risk,At-risk,Media_Publishing,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Media_Publishing,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,Active,Active,Medical_Professionals,ALL,persona,13,92.86
2025-10-01,2026-04-01,6,Active,At-risk,Medical_Professionals,ALL,persona,1,7.14
2025-10-01,2026-04-01,6,Active,Active,Others,ALL,persona,156,94.55
2025-10-01,2026-04-01,6,Active,At-risk,Others,ALL,persona,9,5.45
2025-10-01,2026-04-01,6,At-risk,Active,Others,ALL,persona,1,10.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Others,ALL,persona,5,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Others,ALL,persona,4,40.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Others,ALL,persona,16,100.0
2025-10-01,2026-04-01,6,Active,Active,Professeur,ALL,persona,30,100.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Professeur,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Professeur,ALL,persona,3,100.0
2025-10-01,2026-04-01,6,Active,Active,Repair,ALL,persona,7,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Repair,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Restauration,ALL,persona,23,95.83
2025-10-01,2026-04-01,6,Active,At-risk,Restauration,ALL,persona,1,4.17
2025-10-01,2026-04-01,6,At-risk,Active,Restauration,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Restauration,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,Churned proxy,Active,Restauration,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Restauration,ALL,persona,1,50.0
2025-10-01,2026-04-01,6,Active,Active,Retail,ALL,persona,130,98.48
2025-10-01,2026-04-01,6,Active,At-risk,Retail,ALL,persona,2,1.52
2025-10-01,2026-04-01,6,At-risk,Active,Retail,ALL,persona,1,9.09
2025-10-01,2026-04-01,6,At-risk,At-risk,Retail,ALL,persona,6,54.55
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Retail,ALL,persona,4,36.36
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Retail,ALL,persona,14,100.0
2025-10-01,2026-04-01,6,Active,Active,Wholesale,ALL,persona,17,89.47
2025-10-01,2026-04-01,6,Active,At-risk,Wholesale,ALL,persona,2,10.53
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Wholesale,ALL,persona,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Wholesale,ALL,persona,3,100.0
2025-10-01,2026-04-01,6,Active,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,5,100.0
2025-10-01,2026-04-01,6,Active,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,13,100.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,10,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,16,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,5,100.0
2025-10-01,2026-04-01,6,Active,Active,BTP,business,persona_x_initial_plan,4,80.0
2025-10-01,2026-04-01,6,Active,At-risk,BTP,business,persona_x_initial_plan,1,20.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,BTP,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,BTP,business,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Active,Active,BTP,free,persona_x_initial_plan,68,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,BTP,free,persona_x_initial_plan,5,100.0
2025-10-01,2026-04-01,6,Active,Active,BTP,plus,persona_x_initial_plan,51,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,BTP,plus,persona_x_initial_plan,2,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,BTP,plus,persona_x_initial_plan,2,50.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,BTP,plus,persona_x_initial_plan,13,100.0
2025-10-01,2026-04-01,6,Active,Active,BTP,start,persona_x_initial_plan,80,100.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,BTP,start,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,BTP,start,persona_x_initial_plan,9,100.0
2025-10-01,2026-04-01,6,Active,Active,Bankers_Insurance,free,persona_x_initial_plan,8,100.0
2025-10-01,2026-04-01,6,Active,Active,Bankers_Insurance,start,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Bikers_Drivers,business,persona_x_initial_plan,3,100.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Bikers_Drivers,free,persona_x_initial_plan,25,92.59
2025-10-01,2026-04-01,6,Active,At-risk,Bikers_Drivers,free,persona_x_initial_plan,2,7.41
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,Never monetized,Never monetized,Bikers_Drivers,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Bikers_Drivers,plus,persona_x_initial_plan,16,94.12
2025-10-01,2026-04-01,6,Active,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,1,5.88
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,8,100.0
2025-10-01,2026-04-01,6,Active,Active,Bikers_Drivers,start,persona_x_initial_plan,24,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Bikers_Drivers,start,persona_x_initial_plan,2,66.67
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,1,33.33
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,Active,Active,Cleaning_CallCenters,free,persona_x_initial_plan,4,100.0
2025-10-01,2026-04-01,6,Active,Active,Cleaning_CallCenters,start,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Active,Active,Consultant,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Consultant,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Consultant,free,persona_x_initial_plan,71,98.61
2025-10-01,2026-04-01,6,Active,At-risk,Consultant,free,persona_x_initial_plan,1,1.39
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Consultant,free,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Consultant,free,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,Active,Active,Consultant,plus,persona_x_initial_plan,12,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Consultant,plus,persona_x_initial_plan,3,100.0
2025-10-01,2026-04-01,6,Active,Active,Consultant,start,persona_x_initial_plan,97,97.0
2025-10-01,2026-04-01,6,Active,At-risk,Consultant,start,persona_x_initial_plan,3,3.0
2025-10-01,2026-04-01,6,At-risk,Active,Consultant,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Consultant,start,persona_x_initial_plan,4,100.0
2025-10-01,2026-04-01,6,Active,Active,Developer_IT,free,persona_x_initial_plan,24,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Developer_IT,free,persona_x_initial_plan,1,33.33
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Developer_IT,free,persona_x_initial_plan,2,66.67
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Developer_IT,free,persona_x_initial_plan,8,100.0
2025-10-01,2026-04-01,6,Active,Active,Developer_IT,plus,persona_x_initial_plan,11,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Developer_IT,plus,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Active,Active,Developer_IT,start,persona_x_initial_plan,38,97.44
2025-10-01,2026-04-01,6,Active,At-risk,Developer_IT,start,persona_x_initial_plan,1,2.56
2025-10-01,2026-04-01,6,At-risk,At-risk,Developer_IT,start,persona_x_initial_plan,1,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Developer_IT,start,persona_x_initial_plan,1,50.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Developer_IT,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Never monetized,Never monetized,Developer_IT,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Media_Publishing,free,persona_x_initial_plan,13,92.86
2025-10-01,2026-04-01,6,Active,At-risk,Media_Publishing,free,persona_x_initial_plan,1,7.14
2025-10-01,2026-04-01,6,At-risk,At-risk,Media_Publishing,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Media_Publishing,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Media_Publishing,start,persona_x_initial_plan,16,94.12
2025-10-01,2026-04-01,6,Active,At-risk,Media_Publishing,start,persona_x_initial_plan,1,5.88
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Media_Publishing,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Medical_Professionals,free,persona_x_initial_plan,4,80.0
2025-10-01,2026-04-01,6,Active,At-risk,Medical_Professionals,free,persona_x_initial_plan,1,20.0
2025-10-01,2026-04-01,6,Active,Active,Medical_Professionals,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Medical_Professionals,start,persona_x_initial_plan,8,100.0
2025-10-01,2026-04-01,6,Active,Active,Others,business,persona_x_initial_plan,3,75.0
2025-10-01,2026-04-01,6,Active,At-risk,Others,business,persona_x_initial_plan,1,25.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Others,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Others,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Others,free,persona_x_initial_plan,53,94.64
2025-10-01,2026-04-01,6,Active,At-risk,Others,free,persona_x_initial_plan,3,5.36
2025-10-01,2026-04-01,6,At-risk,At-risk,Others,free,persona_x_initial_plan,1,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Others,free,persona_x_initial_plan,1,50.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Others,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Others,plus,persona_x_initial_plan,21,87.5
2025-10-01,2026-04-01,6,Active,At-risk,Others,plus,persona_x_initial_plan,3,12.5
2025-10-01,2026-04-01,6,At-risk,Active,Others,plus,persona_x_initial_plan,1,25.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Others,plus,persona_x_initial_plan,2,50.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Others,plus,persona_x_initial_plan,1,25.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Others,plus,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,Active,Active,Others,start,persona_x_initial_plan,79,97.53
2025-10-01,2026-04-01,6,Active,At-risk,Others,start,persona_x_initial_plan,2,2.47
2025-10-01,2026-04-01,6,At-risk,At-risk,Others,start,persona_x_initial_plan,2,66.67
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Others,start,persona_x_initial_plan,1,33.33
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Others,start,persona_x_initial_plan,8,100.0
2025-10-01,2026-04-01,6,Active,Active,Professeur,free,persona_x_initial_plan,10,100.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Professeur,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Professeur,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Professeur,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Professeur,start,persona_x_initial_plan,19,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Professeur,start,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Active,Active,Repair,free,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Repair,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Repair,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Repair,start,persona_x_initial_plan,4,100.0
2025-10-01,2026-04-01,6,Active,Active,Restauration,free,persona_x_initial_plan,7,87.5
2025-10-01,2026-04-01,6,Active,At-risk,Restauration,free,persona_x_initial_plan,1,12.5
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Restauration,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Restauration,plus,persona_x_initial_plan,10,100.0
2025-10-01,2026-04-01,6,At-risk,Active,Restauration,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Active,Restauration,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Restauration,start,persona_x_initial_plan,6,100.0
2025-10-01,2026-04-01,6,At-risk,At-risk,Restauration,start,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Retail,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Retail,free,persona_x_initial_plan,41,97.62
2025-10-01,2026-04-01,6,Active,At-risk,Retail,free,persona_x_initial_plan,1,2.38
2025-10-01,2026-04-01,6,At-risk,At-risk,Retail,free,persona_x_initial_plan,3,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Retail,free,persona_x_initial_plan,4,100.0
2025-10-01,2026-04-01,6,Active,Active,Retail,plus,persona_x_initial_plan,18,94.74
2025-10-01,2026-04-01,6,Active,At-risk,Retail,plus,persona_x_initial_plan,1,5.26
2025-10-01,2026-04-01,6,At-risk,At-risk,Retail,plus,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Retail,plus,persona_x_initial_plan,4,100.0
2025-10-01,2026-04-01,6,Active,Active,Retail,start,persona_x_initial_plan,71,100.0
2025-10-01,2026-04-01,6,At-risk,Active,Retail,start,persona_x_initial_plan,1,16.67
2025-10-01,2026-04-01,6,At-risk,At-risk,Retail,start,persona_x_initial_plan,1,16.67
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Retail,start,persona_x_initial_plan,4,66.67
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Retail,start,persona_x_initial_plan,5,100.0
2025-10-01,2026-04-01,6,Active,Active,Wholesale,business,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Wholesale,free,persona_x_initial_plan,3,75.0
2025-10-01,2026-04-01,6,Active,At-risk,Wholesale,free,persona_x_initial_plan,1,25.0
2025-10-01,2026-04-01,6,At-risk,Churned proxy,Wholesale,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Wholesale,free,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Wholesale,plus,persona_x_initial_plan,2,100.0
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Wholesale,plus,persona_x_initial_plan,1,100.0
2025-10-01,2026-04-01,6,Active,Active,Wholesale,start,persona_x_initial_plan,11,91.67
2025-10-01,2026-04-01,6,Active,At-risk,Wholesale,start,persona_x_initial_plan,1,8.33
2025-10-01,2026-04-01,6,Churned proxy,Churned proxy,Wholesale,start,persona_x_initial_plan,1,100.0
2025-11-01,2025-12-01,1,Active,Active,ALL,business,initial_plan,46,92.0
2025-11-01,2025-12-01,1,Active,At-risk,ALL,business,initial_plan,4,8.0
2025-11-01,2025-12-01,1,Active,Active,ALL,free,initial_plan,885,96.09
2025-11-01,2025-12-01,1,Active,At-risk,ALL,free,initial_plan,36,3.91
2025-11-01,2025-12-01,1,Never monetized,Active,ALL,free,initial_plan,1,20.0
2025-11-01,2025-12-01,1,Never monetized,Never monetized,ALL,free,initial_plan,4,80.0
2025-11-01,2025-12-01,1,Active,Active,ALL,plus,initial_plan,348,96.67
2025-11-01,2025-12-01,1,Active,At-risk,ALL,plus,initial_plan,12,3.33
2025-11-01,2025-12-01,1,Never monetized,Never monetized,ALL,plus,initial_plan,1,100.0
2025-11-01,2025-12-01,1,Active,Active,ALL,start,initial_plan,1074,98.17
2025-11-01,2025-12-01,1,Active,At-risk,ALL,start,initial_plan,20,1.83
2025-11-01,2025-12-01,1,Never monetized,Never monetized,ALL,start,initial_plan,4,100.0
2025-11-01,2025-12-01,1,Active,Active,ALL,ALL,overall,2353,97.03
2025-11-01,2025-12-01,1,Active,At-risk,ALL,ALL,overall,72,2.97
2025-11-01,2025-12-01,1,Never monetized,Active,ALL,ALL,overall,1,10.0
2025-11-01,2025-12-01,1,Never monetized,Never monetized,ALL,ALL,overall,9,90.0
2025-11-01,2025-12-01,1,Active,Active,Automobile_Trade_Repair,ALL,persona,89,95.7
2025-11-01,2025-12-01,1,Active,At-risk,Automobile_Trade_Repair,ALL,persona,4,4.3
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Automobile_Trade_Repair,ALL,persona,1,100.0
2025-11-01,2025-12-01,1,Active,Active,BTP,ALL,persona,441,98.22
2025-11-01,2025-12-01,1,Active,At-risk,BTP,ALL,persona,8,1.78
2025-11-01,2025-12-01,1,Never monetized,Never monetized,BTP,ALL,persona,1,100.0
2025-11-01,2025-12-01,1,Active,Active,Bankers_Insurance,ALL,persona,31,96.88
2025-11-01,2025-12-01,1,Active,At-risk,Bankers_Insurance,ALL,persona,1,3.13
2025-11-01,2025-12-01,1,Active,Active,Bikers_Drivers,ALL,persona,143,92.26
2025-11-01,2025-12-01,1,Active,At-risk,Bikers_Drivers,ALL,persona,12,7.74
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Bikers_Drivers,ALL,persona,2,100.0
2025-11-01,2025-12-01,1,Active,Active,Cleaning_CallCenters,ALL,persona,16,100.0
2025-11-01,2025-12-01,1,Active,Active,Consultant,ALL,persona,429,98.39
2025-11-01,2025-12-01,1,Active,At-risk,Consultant,ALL,persona,7,1.61
2025-11-01,2025-12-01,1,Active,Active,Developer_IT,ALL,persona,223,96.96
2025-11-01,2025-12-01,1,Active,At-risk,Developer_IT,ALL,persona,7,3.04
2025-11-01,2025-12-01,1,Active,Active,Media_Publishing,ALL,persona,86,96.63
2025-11-01,2025-12-01,1,Active,At-risk,Media_Publishing,ALL,persona,3,3.37
2025-11-01,2025-12-01,1,Active,Active,Medical_Professionals,ALL,persona,29,100.0
2025-11-01,2025-12-01,1,Active,Active,Others,ALL,persona,346,96.38
2025-11-01,2025-12-01,1,Active,At-risk,Others,ALL,persona,13,3.62
2025-11-01,2025-12-01,1,Never monetized,Active,Others,ALL,persona,1,50.0
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Others,ALL,persona,1,50.0
2025-11-01,2025-12-01,1,Active,Active,Professeur,ALL,persona,71,95.95
2025-11-01,2025-12-01,1,Active,At-risk,Professeur,ALL,persona,3,4.05
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Professeur,ALL,persona,1,100.0
2025-11-01,2025-12-01,1,Active,Active,Repair,ALL,persona,14,93.33
2025-11-01,2025-12-01,1,Active,At-risk,Repair,ALL,persona,1,6.67
2025-11-01,2025-12-01,1,Active,Active,Repair_Installation,ALL,persona,9,100.0
2025-11-01,2025-12-01,1,Active,Active,Restauration,ALL,persona,56,94.92
2025-11-01,2025-12-01,1,Active,At-risk,Restauration,ALL,persona,3,5.08
2025-11-01,2025-12-01,1,Active,Active,Retail,ALL,persona,309,96.87
2025-11-01,2025-12-01,1,Active,At-risk,Retail,ALL,persona,10,3.13
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Retail,ALL,persona,2,100.0
2025-11-01,2025-12-01,1,Active,Active,Wholesale,ALL,persona,61,100.0
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Wholesale,ALL,persona,1,100.0
2025-11-01,2025-12-01,1,Active,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,3,60.0
2025-11-01,2025-12-01,1,Active,At-risk,Automobile_Trade_Repair,business,persona_x_initial_plan,2,40.0
2025-11-01,2025-12-01,1,Active,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,28,96.55
2025-11-01,2025-12-01,1,Active,At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,1,3.45
2025-11-01,2025-12-01,1,Active,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,27,100.0
2025-11-01,2025-12-01,1,Active,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,31,96.88
2025-11-01,2025-12-01,1,Active,At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,1,3.13
2025-11-01,2025-12-01,1,Never monetized,Never monetized,Automobile_Trade_Repair,start,persona_x_initial_plan,1,100.0
2025-11-01,2025-12-01,1,Active,Active,BTP,business,persona_x_initial_plan,12,100.0
2025-11-01,2025-12-01,1,Active,Active,BTP,free,persona_x_initial_plan,143,97.95
2025-11-01,2025-12-01,1,Active,At-risk,BTP,free,persona_x_initial_plan,3,2.05
2025-11-01,2025-12-01,1,Never monetized,Never monetized,BTP,free,persona_x_initial_plan,1,100.0
2025-11-01,2025-12-01,1,Active,Active,BTP,plus,persona_x_initial_plan,91,97.85
2025-11-01,2025-12-01,1,Active,At-risk,BTP,plus,persona_x_initial_plan,2,2.15
2025-11-01,2025-12-01,1,Active,Active,BTP,start,persona_x_initial_plan,195,98.48
2025-11-01,2025-12-01,1,Active,At-risk,BTP,start,persona_x_initial_plan,3,1.52
2025-11-01,2025-12-01,1,Active,Active,Bankers_Insurance,free,persona_x_initial_plan,19,95.0
2025-11-01,2025-12-01,1,Active,At-risk,Bankers_Insurance,free,persona_x_initial_plan,1,5.0
2025-11-01,2025-12-01,1,Active,Active,Bankers_Insurance,start,persona_x_initial_plan,12,100.0
2025-11-01,2025-12-01,1,Active,Active,Bikers_Drivers,business,persona_x_initial_plan,5,83.33
2025-11-01,2025-12-01,1,Active,At-risk,Bikers_Drivers,business,persona_x_initial_plan,1,16.67
2025-11-01,2025-12-01,1,Active,Active,Bikers_Drivers,free,persona_x_initial_plan,51,91.07
2025-11-01,2025-12-01,1,Active,At-risk,Bikers_Drivers,free,persona_x_initial_plan,5,8.93
2025-11-01,2025-12-01,1,Active,Active,Bikers_Drivers,plus,persona_x_initial_plan,28,87.5
