signup_month,persona,initial_subscription_group,segment_level,eligible_signups,validated_within_30d,activated_within_30d,pre_activation_closed_within_30d,signup_to_validation_dropout_pct,validation_to_activation_dropout_pct,total_signup_to_activation_dropout_pct,pre_activation_closure_rate_pct
2026-01-01,Bankers_Insurance,start,persona_x_initial_plan,24,15,13,0,37.5,13.3,45.8,0.0
2026-01-01,Bikers_Drivers,business,persona_x_initial_plan,14,8,5,1,42.9,37.5,64.3,7.1
2026-01-01,Bikers_Drivers,free,persona_x_initial_plan,134,83,26,1,38.1,68.7,80.6,0.7
2026-01-01,Bikers_Drivers,plus,persona_x_initial_plan,53,37,18,3,30.2,51.4,66.0,5.7
2026-01-01,Bikers_Drivers,start,persona_x_initial_plan,168,104,70,2,38.1,32.7,58.3,1.2
2026-01-01,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,1,0,0.0,0.0,0.0,0.0
2026-01-01,Cleaning_CallCenters,free,persona_x_initial_plan,11,8,6,0,27.3,25.0,45.5,0.0
2026-01-01,Cleaning_CallCenters,plus,persona_x_initial_plan,5,3,2,0,40.0,33.3,60.0,0.0
2026-01-01,Cleaning_CallCenters,start,persona_x_initial_plan,11,10,6,0,9.1,40.0,45.5,0.0
2026-01-01,Consultant,business,persona_x_initial_plan,12,4,4,0,66.7,0.0,66.7,0.0
2026-01-01,Consultant,free,persona_x_initial_plan,397,286,138,7,28.0,51.7,65.2,1.8
2026-01-01,Consultant,plus,persona_x_initial_plan,61,37,29,1,39.3,21.6,52.5,1.6
2026-01-01,Consultant,start,persona_x_initial_plan,318,238,175,3,25.2,26.5,45.0,0.9
2026-01-01,Developer_IT,business,persona_x_initial_plan,8,3,2,0,62.5,33.3,75.0,0.0
2026-01-01,Developer_IT,free,persona_x_initial_plan,170,125,68,5,26.5,45.6,60.0,2.9
2026-01-01,Developer_IT,plus,persona_x_initial_plan,37,21,15,1,43.2,28.6,59.5,2.7
2026-01-01,Developer_IT,start,persona_x_initial_plan,142,97,67,2,31.7,30.9,52.8,1.4
2026-01-01,Media_Publishing,business,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-01-01,Media_Publishing,free,persona_x_initial_plan,69,52,29,2,24.6,44.2,58.0,2.9
2026-01-01,Media_Publishing,plus,persona_x_initial_plan,11,8,6,0,27.3,25.0,45.5,0.0
2026-01-01,Media_Publishing,start,persona_x_initial_plan,71,52,33,1,26.8,36.5,53.5,1.4
2026-01-01,Medical_Professionals,business,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-01-01,Medical_Professionals,free,persona_x_initial_plan,15,13,5,3,13.3,61.5,66.7,20.0
2026-01-01,Medical_Professionals,plus,persona_x_initial_plan,4,3,3,1,25.0,0.0,25.0,25.0
2026-01-01,Medical_Professionals,start,persona_x_initial_plan,34,29,22,1,14.7,24.1,35.3,2.9
2026-01-01,Others,business,persona_x_initial_plan,32,13,7,2,59.4,46.2,78.1,6.3
2026-01-01,Others,free,persona_x_initial_plan,411,244,125,32,40.6,48.8,69.6,7.8
2026-01-01,Others,plus,persona_x_initial_plan,133,74,49,20,44.4,33.8,63.2,15.0
2026-01-01,Others,start,persona_x_initial_plan,606,278,173,117,54.1,37.8,71.5,19.3
2026-01-01,Professeur,business,persona_x_initial_plan,2,1,0,1,50.0,100.0,100.0,50.0
2026-01-01,Professeur,free,persona_x_initial_plan,70,55,24,1,21.4,56.4,65.7,1.4
2026-01-01,Professeur,plus,persona_x_initial_plan,8,5,4,1,37.5,20.0,50.0,12.5
2026-01-01,Professeur,start,persona_x_initial_plan,60,42,24,2,30.0,42.9,60.0,3.3
2026-01-01,Repair,free,persona_x_initial_plan,20,18,9,0,10.0,50.0,55.0,0.0
2026-01-01,Repair,plus,persona_x_initial_plan,4,2,2,0,50.0,0.0,50.0,0.0
2026-01-01,Repair,start,persona_x_initial_plan,13,8,5,0,38.5,37.5,61.5,0.0
2026-01-01,Repair_Installation,free,persona_x_initial_plan,3,3,1,0,0.0,66.7,66.7,0.0
2026-01-01,Repair_Installation,plus,persona_x_initial_plan,2,1,1,0,50.0,0.0,50.0,0.0
2026-01-01,Repair_Installation,start,persona_x_initial_plan,8,4,4,0,50.0,0.0,50.0,0.0
2026-01-01,Restauration,business,persona_x_initial_plan,2,0,0,0,100.0,,100.0,0.0
2026-01-01,Restauration,free,persona_x_initial_plan,58,32,17,0,44.8,46.9,70.7,0.0
2026-01-01,Restauration,plus,persona_x_initial_plan,25,14,12,1,44.0,14.3,52.0,4.0
2026-01-01,Restauration,start,persona_x_initial_plan,61,37,25,0,39.3,32.4,59.0,0.0
2026-01-01,Retail,business,persona_x_initial_plan,12,6,6,0,50.0,0.0,50.0,0.0
2026-01-01,Retail,free,persona_x_initial_plan,316,221,120,6,30.1,45.7,62.0,1.9
2026-01-01,Retail,plus,persona_x_initial_plan,66,42,30,2,36.4,28.6,54.5,3.0
2026-01-01,Retail,start,persona_x_initial_plan,263,177,119,6,32.7,32.8,54.8,2.3
2026-01-01,Wholesale,business,persona_x_initial_plan,5,2,0,0,60.0,100.0,100.0,0.0
2026-01-01,Wholesale,free,persona_x_initial_plan,62,37,23,5,40.3,37.8,62.9,8.1
2026-01-01,Wholesale,plus,persona_x_initial_plan,30,15,12,0,50.0,20.0,60.0,0.0
2026-01-01,Wholesale,start,persona_x_initial_plan,52,31,21,1,40.4,32.3,59.6,1.9
2026-02-01,ALL,business,initial_plan,154,64,47,2,58.4,26.6,69.5,1.3
2026-02-01,ALL,free,initial_plan,2449,1626,867,116,33.6,46.7,64.6,4.7
2026-02-01,ALL,plus,initial_plan,714,410,267,34,42.6,34.9,62.6,4.8
2026-02-01,ALL,start,initial_plan,2322,1422,991,137,38.8,30.3,57.3,5.9
2026-02-01,ALL,ALL,overall,5639,3522,2172,289,37.5,38.3,61.5,5.1
2026-02-01,Automobile_Trade_Repair,ALL,persona,228,149,96,5,34.6,35.6,57.9,2.2
2026-02-01,BTP,ALL,persona,1059,605,407,24,42.9,32.7,61.6,2.3
2026-02-01,Bankers_Insurance,ALL,persona,82,48,36,3,41.5,25.0,56.1,3.7
2026-02-01,Bikers_Drivers,ALL,persona,352,225,108,8,36.1,52.0,69.3,2.3
2026-02-01,Cleaning_CallCenters,ALL,persona,32,24,16,0,25.0,33.3,50.0,0.0
2026-02-01,Consultant,ALL,persona,805,566,369,18,29.7,34.8,54.2,2.2
2026-02-01,Developer_IT,ALL,persona,400,289,182,5,27.8,37.0,54.5,1.3
2026-02-01,Media_Publishing,ALL,persona,159,122,77,4,23.3,36.9,51.6,2.5
2026-02-01,Medical_Professionals,ALL,persona,76,64,38,6,15.8,40.6,50.0,7.9
2026-02-01,Others,ALL,persona,1226,618,347,180,49.6,43.9,71.7,14.7
2026-02-01,Professeur,ALL,persona,153,110,68,5,28.1,38.2,55.6,3.3
2026-02-01,Repair,ALL,persona,26,20,13,0,23.1,35.0,50.0,0.0
2026-02-01,Repair_Installation,ALL,persona,12,5,2,0,58.3,60.0,83.3,0.0
2026-02-01,Restauration,ALL,persona,152,97,59,4,36.2,39.2,61.2,2.6
2026-02-01,Retail,ALL,persona,714,494,309,24,30.8,37.4,56.7,3.4
2026-02-01,Wholesale,ALL,persona,163,86,45,3,47.2,47.7,72.4,1.8
2026-02-01,Automobile_Trade_Repair,business,persona_x_initial_plan,9,5,3,0,44.4,40.0,66.7,0.0
2026-02-01,Automobile_Trade_Repair,free,persona_x_initial_plan,73,43,19,2,41.1,55.8,74.0,2.7
2026-02-01,Automobile_Trade_Repair,plus,persona_x_initial_plan,44,27,20,2,38.6,25.9,54.5,4.5
2026-02-01,Automobile_Trade_Repair,start,persona_x_initial_plan,102,74,54,1,27.5,27.0,47.1,1.0
2026-02-01,BTP,business,persona_x_initial_plan,54,22,17,0,59.3,22.7,68.5,0.0
2026-02-01,BTP,free,persona_x_initial_plan,423,259,150,16,38.8,42.1,64.5,3.8
2026-02-01,BTP,plus,persona_x_initial_plan,207,115,85,1,44.4,26.1,58.9,0.5
2026-02-01,BTP,start,persona_x_initial_plan,375,209,155,7,44.3,25.8,58.7,1.9
2026-02-01,Bankers_Insurance,business,persona_x_initial_plan,1,1,0,0,0.0,100.0,100.0,0.0
2026-02-01,Bankers_Insurance,free,persona_x_initial_plan,46,31,20,1,32.6,35.5,56.5,2.2
2026-02-01,Bankers_Insurance,plus,persona_x_initial_plan,3,1,1,1,66.7,0.0,66.7,33.3
2026-02-01,Bankers_Insurance,start,persona_x_initial_plan,32,15,15,1,53.1,0.0,53.1,3.1
2026-02-01,Bikers_Drivers,business,persona_x_initial_plan,11,7,6,0,36.4,14.3,45.5,0.0
2026-02-01,Bikers_Drivers,free,persona_x_initial_plan,152,100,34,5,34.2,66.0,77.6,3.3
2026-02-01,Bikers_Drivers,plus,persona_x_initial_plan,45,32,16,2,28.9,50.0,64.4,4.4
2026-02-01,Bikers_Drivers,start,persona_x_initial_plan,144,86,52,1,40.3,39.5,63.9,0.7
2026-02-01,Cleaning_CallCenters,business,persona_x_initial_plan,3,0,0,0,100.0,,100.0,0.0
2026-02-01,Cleaning_CallCenters,free,persona_x_initial_plan,10,8,6,0,20.0,25.0,40.0,0.0
2026-02-01,Cleaning_CallCenters,plus,persona_x_initial_plan,4,3,1,0,25.0,66.7,75.0,0.0
2026-02-01,Cleaning_CallCenters,start,persona_x_initial_plan,15,13,9,0,13.3,30.8,40.0,0.0
2026-02-01,Consultant,business,persona_x_initial_plan,14,5,4,0,64.3,20.0,71.4,0.0
2026-02-01,Consultant,free,persona_x_initial_plan,392,282,160,11,28.1,43.3,59.2,2.8
2026-02-01,Consultant,plus,persona_x_initial_plan,72,40,27,1,44.4,32.5,62.5,1.4
2026-02-01,Consultant,start,persona_x_initial_plan,327,239,178,6,26.9,25.5,45.6,1.8
2026-02-01,Developer_IT,business,persona_x_initial_plan,7,4,4,0,42.9,0.0,42.9,0.0
2026-02-01,Developer_IT,free,persona_x_initial_plan,211,152,88,4,28.0,42.1,58.3,1.9
2026-02-01,Developer_IT,plus,persona_x_initial_plan,35,22,16,0,37.1,27.3,54.3,0.0
2026-02-01,Developer_IT,start,persona_x_initial_plan,147,111,74,1,24.5,33.3,49.7,0.7
2026-02-01,Media_Publishing,business,persona_x_initial_plan,2,1,1,0,50.0,0.0,50.0,0.0
2026-02-01,Media_Publishing,free,persona_x_initial_plan,66,54,30,2,18.2,44.4,54.5,3.0
2026-02-01,Media_Publishing,plus,persona_x_initial_plan,8,5,4,0,37.5,20.0,50.0,0.0
2026-02-01,Media_Publishing,start,persona_x_initial_plan,83,62,42,2,25.3,32.3,49.4,2.4
2026-02-01,Medical_Professionals,free,persona_x_initial_plan,42,38,18,5,9.5,52.6,57.1,11.9
2026-02-01,Medical_Professionals,plus,persona_x_initial_plan,4,2,2,0,50.0,0.0,50.0,0.0
2026-02-01,Medical_Professionals,start,persona_x_initial_plan,30,24,18,1,20.0,25.0,40.0,3.3
2026-02-01,Others,business,persona_x_initial_plan,23,8,6,2,65.2,25.0,73.9,8.7
2026-02-01,Others,free,persona_x_initial_plan,490,276,133,53,43.7,51.8,72.9,10.8
2026-02-01,Others,plus,persona_x_initial_plan,159,80,40,26,49.7,50.0,74.8,16.4
2026-02-01,Others,start,persona_x_initial_plan,554,254,168,99,54.2,33.9,69.7,17.9
2026-02-01,Professeur,business,persona_x_initial_plan,1,1,1,0,0.0,0.0,0.0,0.0
2026-02-01,Professeur,free,persona_x_initial_plan,68,51,26,2,25.0,49.0,61.8,2.9
2026-02-01,Professeur,plus,persona_x_initial_plan,8,6,4,0,25.0,33.3,50.0,0.0
2026-02-01,Professeur,start,persona_x_initial_plan,76,52,37,3,31.6,28.8,51.3,3.9
2026-02-01,Repair,free,persona_x_initial_plan,15,14,10,0,6.7,28.6,33.3,0.0
2026-02-01,Repair,plus,persona_x_initial_plan,5,4,2,0,20.0,50.0,60.0,0.0
2026-02-01,Repair,start,persona_x_initial_plan,6,2,1,0,66.7,50.0,83.3,0.0
2026-02-01,Repair_Installation,business,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-02-01,Repair_Installation,free,persona_x_initial_plan,4,2,0,0,50.0,100.0,100.0,0.0
2026-02-01,Repair_Installation,plus,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-02-01,Repair_Installation,start,persona_x_initial_plan,6,3,2,0,50.0,33.3,66.7,0.0
2026-02-01,Restauration,business,persona_x_initial_plan,5,0,0,0,100.0,,100.0,0.0
2026-02-01,Restauration,free,persona_x_initial_plan,66,41,21,3,37.9,48.8,68.2,4.5
2026-02-01,Restauration,plus,persona_x_initial_plan,23,16,13,0,30.4,18.8,43.5,0.0
2026-02-01,Restauration,start,persona_x_initial_plan,58,40,25,1,31.0,37.5,56.9,1.7
2026-02-01,Retail,business,persona_x_initial_plan,17,7,4,0,58.8,42.9,76.5,0.0
2026-02-01,Retail,free,persona_x_initial_plan,332,238,137,11,28.3,42.4,58.7,3.3
2026-02-01,Retail,plus,persona_x_initial_plan,59,41,27,1,30.5,34.1,54.2,1.7
2026-02-01,Retail,start,persona_x_initial_plan,306,208,141,12,32.0,32.2,53.9,3.9
2026-02-01,Wholesale,business,persona_x_initial_plan,6,3,1,0,50.0,66.7,83.3,0.0
2026-02-01,Wholesale,free,persona_x_initial_plan,59,37,15,1,37.3,59.5,74.6,1.7
2026-02-01,Wholesale,plus,persona_x_initial_plan,37,16,9,0,56.8,43.8,75.7,0.0
2026-02-01,Wholesale,start,persona_x_initial_plan,61,30,20,2,50.8,33.3,67.2,3.3
2026-03-01,ALL,business,initial_plan,106,34,25,6,67.9,26.5,76.4,5.7
2026-03-01,ALL,free,initial_plan,1884,1269,628,85,32.6,50.5,66.7,4.5
2026-03-01,ALL,plus,initial_plan,463,248,175,22,46.4,29.4,62.2,4.8
2026-03-01,ALL,start,initial_plan,1756,1083,719,96,38.3,33.6,59.1,5.5
2026-03-01,ALL,ALL,overall,4209,2634,1547,209,37.4,41.3,63.2,5.0
2026-03-01,Automobile_Trade_Repair,ALL,persona,159,95,64,4,40.3,32.6,59.7,2.5
2026-03-01,BTP,ALL,persona,752,439,255,21,41.6,41.9,66.1,2.8
2026-03-01,Bankers_Insurance,ALL,persona,36,23,17,1,36.1,26.1,52.8,2.8
2026-03-01,Bikers_Drivers,ALL,persona,287,201,98,10,30.0,51.2,65.9,3.5
2026-03-01,Cleaning_CallCenters,ALL,persona,23,14,10,0,39.1,28.6,56.5,0.0
2026-03-01,Consultant,ALL,persona,620,411,242,6,33.7,41.1,61.0,1.0
2026-03-01,Developer_IT,ALL,persona,300,206,103,6,31.3,50.0,65.7,2.0
2026-03-01,Media_Publishing,ALL,persona,116,91,58,5,21.6,36.3,50.0,4.3
2026-03-01,Medical_Professionals,ALL,persona,60,52,35,2,13.3,32.7,41.7,3.3
2026-03-01,Others,ALL,persona,904,466,281,125,48.5,39.7,68.9,13.8
2026-03-01,Professeur,ALL,persona,115,84,50,3,27.0,40.5,56.5,2.6
2026-03-01,Repair,ALL,persona,36,28,16,4,22.2,42.9,55.6,11.1
2026-03-01,Repair_Installation,ALL,persona,6,5,2,1,16.7,60.0,66.7,16.7
2026-03-01,Restauration,ALL,persona,108,59,39,1,45.4,33.9,63.9,0.9
2026-03-01,Retail,ALL,persona,563,391,231,16,30.6,40.9,59.0,2.8
2026-03-01,Wholesale,ALL,persona,124,69,46,4,44.4,33.3,62.9,3.2
2026-03-01,Automobile_Trade_Repair,business,persona_x_initial_plan,8,2,2,0,75.0,0.0,75.0,0.0
2026-03-01,Automobile_Trade_Repair,free,persona_x_initial_plan,50,33,19,1,34.0,42.4,62.0,2.0
2026-03-01,Automobile_Trade_Repair,plus,persona_x_initial_plan,33,19,12,1,42.4,36.8,63.6,3.0
2026-03-01,Automobile_Trade_Repair,start,persona_x_initial_plan,68,41,31,2,39.7,24.4,54.4,2.9
2026-03-01,BTP,business,persona_x_initial_plan,25,6,5,1,76.0,16.7,80.0,4.0
2026-03-01,BTP,free,persona_x_initial_plan,321,209,96,13,34.9,54.1,70.1,4.0
2026-03-01,BTP,plus,persona_x_initial_plan,115,61,46,0,47.0,24.6,60.0,0.0
2026-03-01,BTP,start,persona_x_initial_plan,291,163,108,7,44.0,33.7,62.9,2.4
2026-03-01,Bankers_Insurance,business,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-03-01,Bankers_Insurance,free,persona_x_initial_plan,18,14,10,1,22.2,28.6,44.4,5.6
2026-03-01,Bankers_Insurance,plus,persona_x_initial_plan,4,3,3,0,25.0,0.0,25.0,0.0
2026-03-01,Bankers_Insurance,start,persona_x_initial_plan,13,6,4,0,53.8,33.3,69.2,0.0
2026-03-01,Bikers_Drivers,business,persona_x_initial_plan,6,2,2,0,66.7,0.0,66.7,0.0
2026-03-01,Bikers_Drivers,free,persona_x_initial_plan,130,96,37,6,26.2,61.5,71.5,4.6
2026-03-01,Bikers_Drivers,plus,persona_x_initial_plan,32,20,13,1,37.5,35.0,59.4,3.1
2026-03-01,Bikers_Drivers,start,persona_x_initial_plan,119,83,46,3,30.3,44.6,61.3,2.5
2026-03-01,Cleaning_CallCenters,free,persona_x_initial_plan,9,6,4,0,33.3,33.3,55.6,0.0
2026-03-01,Cleaning_CallCenters,plus,persona_x_initial_plan,4,3,3,0,25.0,0.0,25.0,0.0
2026-03-01,Cleaning_CallCenters,start,persona_x_initial_plan,10,5,3,0,50.0,40.0,70.0,0.0
2026-03-01,Consultant,business,persona_x_initial_plan,13,5,4,0,61.5,20.0,69.2,0.0
2026-03-01,Consultant,free,persona_x_initial_plan,298,198,97,5,33.6,51.0,67.4,1.7
2026-03-01,Consultant,plus,persona_x_initial_plan,50,25,22,0,50.0,12.0,56.0,0.0
2026-03-01,Consultant,start,persona_x_initial_plan,259,183,119,1,29.3,35.0,54.1,0.4
2026-03-01,Developer_IT,business,persona_x_initial_plan,5,4,3,0,20.0,25.0,40.0,0.0
2026-03-01,Developer_IT,free,persona_x_initial_plan,164,114,49,4,30.5,57.0,70.1,2.4
2026-03-01,Developer_IT,plus,persona_x_initial_plan,18,10,5,0,44.4,50.0,72.2,0.0
2026-03-01,Developer_IT,start,persona_x_initial_plan,113,78,46,2,31.0,41.0,59.3,1.8
2026-03-01,Media_Publishing,free,persona_x_initial_plan,62,50,24,4,19.4,52.0,61.3,6.5
2026-03-01,Media_Publishing,plus,persona_x_initial_plan,8,6,4,0,25.0,33.3,50.0,0.0
2026-03-01,Media_Publishing,start,persona_x_initial_plan,46,35,30,1,23.9,14.3,34.8,2.2
2026-03-01,Medical_Professionals,free,persona_x_initial_plan,32,29,18,0,9.4,37.9,43.8,0.0
2026-03-01,Medical_Professionals,plus,persona_x_initial_plan,1,1,0,0,0.0,100.0,100.0,0.0
2026-03-01,Medical_Professionals,start,persona_x_initial_plan,27,22,17,2,18.5,22.7,37.0,7.4
2026-03-01,Others,business,persona_x_initial_plan,24,5,3,3,79.2,40.0,87.5,12.5
2026-03-01,Others,free,persona_x_initial_plan,380,237,122,36,37.6,48.5,67.9,9.5
2026-03-01,Others,plus,persona_x_initial_plan,92,34,27,18,63.0,20.6,70.7,19.6
2026-03-01,Others,start,persona_x_initial_plan,408,190,129,68,53.4,32.1,68.4,16.7
2026-03-01,Professeur,business,persona_x_initial_plan,1,0,0,0,100.0,,100.0,0.0
2026-03-01,Professeur,free,persona_x_initial_plan,53,41,20,1,22.6,51.2,62.3,1.9
2026-03-01,Professeur,plus,persona_x_initial_plan,12,6,6,0,50.0,0.0,50.0,0.0
2026-03-01,Professeur,start,persona_x_initial_plan,49,37,24,2,24.5,35.1,51.0,4.1
2026-03-01,Repair,free,persona_x_initial_plan,19,15,11,2,21.1,26.7,42.1,10.5
2026-03-01,Repair,plus,persona_x_initial_plan,7,4,1,1,42.9,75.0,85.7,14.3
2026-03-01,Repair,start,persona_x_initial_plan,10,9,4,1,10.0,55.6,60.0,10.0
2026-03-01,Repair_Installation,free,persona_x_initial_plan,4,4,2,1,0.0,50.0,50.0,25.0
2026-03-01,Repair_Installation,start,persona_x_initial_plan,2,1,0,0,50.0,100.0,100.0,0.0
2026-03-01,Restauration,business,persona_x_initial_plan,3,1,1,0,66.7,0.0,66.7,0.0
2026-03-01,Restauration,free,persona_x_initial_plan,35,16,6,1,54.3,62.5,82.9,2.9
2026-03-01,Restauration,plus,persona_x_initial_plan,9,4,2,0,55.6,50.0,77.8,0.0
2026-03-01,Restauration,start,persona_x_initial_plan,61,38,30,0,37.7,21.1,50.8,0.0
2026-03-01,Retail,business,persona_x_initial_plan,14,8,4,2,42.9,50.0,71.4,14.3
2026-03-01,Retail,free,persona_x_initial_plan,263,181,96,8,31.2,47.0,63.5,3.0
2026-03-01,Retail,plus,persona_x_initial_plan,47,36,20,0,23.4,44.4,57.4,0.0
2026-03-01,Retail,start,persona_x_initial_plan,239,166,111,6,30.5,33.1,53.6,2.5
2026-03-01,Wholesale,business,persona_x_initial_plan,6,1,1,0,83.3,0.0,83.3,0.0
2026-03-01,Wholesale,free,persona_x_initial_plan,46,26,17,2,43.5,34.6,63.0,4.3
2026-03-01,Wholesale,plus,persona_x_initial_plan,31,16,11,1,48.4,31.3,64.5,3.2
2026-03-01,Wholesale,start,persona_x_initial_plan,41,26,17,1,36.6,34.6,58.5,2.4
